paper_title,paper_url
Unsupervised Neural Machine Translation with SMT as Posterior Regularization,https://arxiv.org/pdf/1901.04112v1.pdf
EnhanceNet: Single Image Super-Resolution Through Automated Texture Synthesis,https://arxiv.org/pdf/1612.07919v2.pdf
Fine-Grained Representation Learning and Recognition by Exploiting Hierarchical Semantic Embedding,https://arxiv.org/pdf/1808.04505v1.pdf
Deep Pyramidal Residual Networks,https://arxiv.org/pdf/1610.02915v4.pdf
Stochastic Answer Networks for Natural Language Inference,https://arxiv.org/pdf/1804.07888v2.pdf
Evaluating Semantic Parsing against a Simple Web-based Question Answering Model,https://arxiv.org/pdf/1707.04412v1.pdf
Attending to Characters in Neural Sequence Labeling Models,https://arxiv.org/pdf/1611.04361v1.pdf
A Mention-Ranking Model for Abstract Anaphora Resolution,https://arxiv.org/pdf/1706.02256v2.pdf
"OverFeat: Integrated Recognition, Localization and Detection using Convolutional Networks",https://arxiv.org/pdf/1312.6229v4.pdf
Constituency Parsing with a Self-Attentive Encoder,https://arxiv.org/pdf/1805.01052v1.pdf
PixelCNN Models with Auxiliary Variables for Natural Image Modeling,https://arxiv.org/pdf/1612.08185v4.pdf
Building DNN Acoustic Models for Large Vocabulary Speech Recognition,https://arxiv.org/pdf/1406.7806v2.pdf
Improving the Coverage and the Generalization Ability of Neural Word Sense Disambiguation through Hypernymy and Hyponymy Relationships,https://arxiv.org/pdf/1811.00960v1.pdf
SeqFace: Make full use of sequence information for face recognition,https://arxiv.org/pdf/1803.06524v2.pdf
Towards Conceptual Compression,https://arxiv.org/pdf/1604.08772v1.pdf
Segmental Recurrent Neural Networks for End-to-end Speech Recognition,https://arxiv.org/pdf/1603.00223v2.pdf
The iNaturalist Species Classification and Detection Dataset,https://arxiv.org/pdf/1707.06642v2.pdf
Recurrent Back-Projection Network for Video Super-Resolution,https://arxiv.org/pdf/1903.10128v1.pdf
GLAD: Global-Local-Alignment Descriptor for Pedestrian Retrieval,https://arxiv.org/pdf/1709.04329v1.pdf
Neural Tree Indexers for Text Understanding,https://arxiv.org/pdf/1607.04492v2.pdf
A Neural Transition-based Model for Nested Mention Recognition,https://arxiv.org/pdf/1810.01808v1.pdf
An improved neural network model for joint POS tagging and dependency parsing,https://arxiv.org/pdf/1807.03955v2.pdf
Global-Locally Self-Attentive Dialogue State Tracker,https://arxiv.org/pdf/1805.09655v3.pdf
Open Question Answering with Weakly Supervised Embedding Models,https://arxiv.org/pdf/1404.4326v1.pdf
Adversarial Autoencoders,https://arxiv.org/pdf/1511.05644v2.pdf
Fast R-CNN,https://arxiv.org/pdf/1504.08083v2.pdf
Long Short-Term Memory with Dynamic Skip Connections,https://arxiv.org/pdf/1811.03873v1.pdf
Unsupervised Domain Adaptation by Backpropagation,https://arxiv.org/pdf/1409.7495v2.pdf
Count-Based Exploration in Feature Space for Reinforcement Learning,https://arxiv.org/pdf/1706.08090v1.pdf
CityPersons: A Diverse Dataset for Pedestrian Detection,https://arxiv.org/pdf/1702.05693v1.pdf
Snips Voice Platform: an embedded Spoken Language Understanding system for private-by-design voice interfaces,https://arxiv.org/pdf/1805.10190v3.pdf
Simple Recurrent Units for Highly Parallelizable Recurrence,https://arxiv.org/pdf/1709.02755v5.pdf
Semi-Supervised Learning with Ladder Networks,https://arxiv.org/pdf/1507.02672v2.pdf
Inferring hybrid transportation modes from sparse GPS data using a moving window SVM classification,https://www.sciencedirect.com/science/article/pii/S0198971512000543/pdfft?md5=94446acd89554d6c2de6789dbdf8ad3f&pid=1-s2.0-S0198971512000543-main.pdf
Targeted Aspect-Based Sentiment Analysis via Embedding Commonsense Knowledge into an Attentive LSTM,https://www.aaai.org/ocs/index.php/AAAI/AAAI18/paper/view/16541/16152
Weighted Transformer Network for Machine Translation,https://arxiv.org/pdf/1711.02132v1.pdf
DCN+: Mixed Objective and Deep Residual Coattention for Question Answering,https://arxiv.org/pdf/1711.00106v2.pdf
Improving Neural Language Models with a Continuous Cache,https://arxiv.org/pdf/1612.04426v1.pdf
ENet: A Deep Neural Network Architecture for Real-Time Semantic Segmentation,https://arxiv.org/pdf/1606.02147v1.pdf
Revisiting Distributional Correspondence Indexing: A Python Reimplementation and New Experiments,https://arxiv.org/pdf/1810.09311v1.pdf
Learning to Cluster for Proposal-Free Instance Segmentation,https://arxiv.org/pdf/1803.06459v1.pdf
Shorten Spatial-spectral RNN with Parallel-GRU for Hyperspectral Image Classification,https://arxiv.org/pdf/1810.12563v1.pdf
Improving Relation Extraction by Pre-trained Language Representations,https://openreview.net/pdf?id=BJgrxbqp67
High Accuracy Rule-based Question Classification using Question Syntax and Semantics,https://aclweb.org/anthology/C16-1116
Edinburgh Neural Machine Translation Systems for WMT 16,https://arxiv.org/pdf/1606.02891v2.pdf
Universal Sentence Encoder,https://arxiv.org/pdf/1803.11175v2.pdf
Semi-Amortized Variational Autoencoders,https://arxiv.org/pdf/1802.02550v7.pdf
Weakly Supervised Deep Detection Networks,https://arxiv.org/pdf/1511.02853v4.pdf
ReNet: A Recurrent Neural Network Based Alternative to Convolutional Networks,https://arxiv.org/pdf/1505.00393v3.pdf
Unsupervised Data Augmentation,https://arxiv.org/pdf/1904.12848.pdf
Region Ensemble Network: Improving Convolutional Network for Hand Pose Estimation,https://arxiv.org/pdf/1702.02447v2.pdf
Modeling Semantics with Gated Graph Neural Networks for Knowledge Base Question Answering,https://aclweb.org/anthology/C18-1280
Unsupervised Neural Machine Translation Initialized by Unsupervised Statistical Machine Translation,https://arxiv.org/pdf/1810.12703v1.pdf
Explicit Interaction Model towards Text Classification,https://arxiv.org/pdf/1811.09386v1.pdf
Multi-Task Bayesian Optimization,https://papers.nips.cc/paper/5086-multi-task-bayesian-optimization.pdf
Pay Less Attention with Lightweight and Dynamic Convolutions,https://arxiv.org/pdf/1901.10430v2.pdf
Single-Shot Refinement Neural Network for Object Detection,https://arxiv.org/pdf/1711.06897v3.pdf
LayoutNet: Reconstructing the 3D Room Layout from a Single RGB Image,https://arxiv.org/pdf/1803.08999v1.pdf
Bridging Saliency Detection to Weakly Supervised Object Detection Based on Self-paced Curriculum Learning,https://arxiv.org/pdf/1703.01290v1.pdf
A Structured Learning Approach to Temporal Relation Extraction,https://aclweb.org/anthology/D17-1108
StarMap for Category-Agnostic Keypoint and Viewpoint Estimation,https://arxiv.org/pdf/1803.09331v2.pdf
Rotational Unit of Memory,https://arxiv.org/pdf/1710.09537v1.pdf
Rethinking Atrous Convolution for Semantic Image Segmentation,https://arxiv.org/pdf/1706.05587v3.pdf
Towards End-to-End Lane Detection: an Instance Segmentation Approach,https://arxiv.org/pdf/1802.05591v1.pdf
SyncSpecCNN: Synchronized Spectral CNN for 3D Shape Segmentation,https://arxiv.org/pdf/1612.00606v1.pdf
ContextLocNet: Context-Aware Deep Network Models for Weakly Supervised Localization,https://arxiv.org/pdf/1609.04331v1.pdf
Conditional Random Fields as Recurrent Neural Networks for 3D Medical Imaging Segmentation,https://arxiv.org/pdf/1807.07464v1.pdf
High-Fidelity Image Generation With Fewer Labels,https://arxiv.org/pdf/1903.02271v1.pdf
Deep Back-Projection Networks For Super-Resolution,https://arxiv.org/pdf/1803.02735v1.pdf
Multi-level Wavelet-CNN for Image Restoration,https://arxiv.org/pdf/1805.07071v2.pdf
Can Active Memory Replace Attention?,https://arxiv.org/pdf/1610.08613v2.pdf
Graph Convolutional Matrix Completion,https://arxiv.org/pdf/1706.02263v2.pdf
Global Hypothesis Generation for 6D Object Pose Estimation,https://arxiv.org/pdf/1612.02287v3.pdf
Viewpoints and Keypoints,https://arxiv.org/pdf/1411.6067v2.pdf
Predicting Semantic Relations using Global Graph Properties,https://arxiv.org/pdf/1808.08644v1.pdf
Corners for Layout: End-to-End Layout Recovery from 360 Images,https://arxiv.org/pdf/1903.08094v2.pdf
A Deep Cascade Model for Multi-Document Reading Comprehension,https://arxiv.org/pdf/1811.11374v1.pdf
Mean teachers are better role models: Weight-averaged consistency targets improve semi-supervised deep learning results,https://arxiv.org/pdf/1703.01780v6.pdf
Anytime Stereo Image Depth Estimation on Mobile Devices,https://arxiv.org/pdf/1810.11408v2.pdf
Effective Attention Modeling for Aspect-Level Sentiment Classification,https://aclweb.org/anthology/C18-1096
"Ask, Attend and Answer: Exploring Question-Guided Spatial Attention for Visual Question Answering",https://arxiv.org/pdf/1511.05234v2.pdf
Purely sequence-trained neural networks for ASR based on lattice-free MMI,https://www.danielpovey.com/files/2016_interspeech_mmi.pdf
Orthogonal Deep Features Decomposition for Age-Invariant Face Recognition,https://arxiv.org/pdf/1810.07599v1.pdf
An Integral Pose Regression System for the ECCV2018 PoseTrack Challenge,https://arxiv.org/pdf/1809.06079v1.pdf
Brain Tumor Segmentation and Radiomics Survival Prediction: Contribution to the BRATS 2017 Challenge,https://arxiv.org/pdf/1802.10508v1.pdf
DeepCut: Joint Subset Partition and Labeling for Multi Person Pose Estimation,https://arxiv.org/pdf/1511.06645v2.pdf
Transfer Learning for Sequence Tagging with Hierarchical Recurrent Networks,https://arxiv.org/pdf/1703.06345v1.pdf
Learning Efficient Convolutional Networks through Network Slimming,https://arxiv.org/pdf/1708.06519v1.pdf
One Billion Word Benchmark for Measuring Progress in Statistical Language Modeling,https://arxiv.org/pdf/1312.3005v3.pdf
Learning from Simulated and Unsupervised Images through Adversarial Training,https://arxiv.org/pdf/1612.07828v2.pdf
LiteFlowNet: A Lightweight Convolutional Neural Network for Optical Flow Estimation,https://arxiv.org/pdf/1805.07036v1.pdf
Automatic skin lesion segmentation with fully convolutional-deconvolutional networks,https://arxiv.org/pdf/1703.05165v2.pdf
Multimodal Speech Emotion Recognition and Ambiguity Resolution,https://arxiv.org/pdf/1904.06022v1.pdf
Zigzag Learning for Weakly Supervised Object Detection,https://arxiv.org/pdf/1804.09466v1.pdf
YOLOv3: An Incremental Improvement,https://arxiv.org/pdf/1804.02767v1.pdf
Exploration by Random Network Distillation,https://arxiv.org/pdf/1810.12894v1.pdf
DSFD: Dual Shot Face Detector,https://arxiv.org/pdf/1810.10220v3.pdf
Deep Reinforcement Learning with Double Q-learning,https://arxiv.org/pdf/1509.06461v3.pdf
Towards Faster Training of Global Covariance Pooling Networks by Iterative Matrix Square Root Normalization,https://arxiv.org/pdf/1712.01034v2.pdf
Mask R-CNN,https://arxiv.org/pdf/1703.06870v3.pdf
Constructing Datasets for Multi-hop Reading Comprehension Across Documents,https://arxiv.org/pdf/1710.06481v2.pdf
Predictive Business Process Monitoring with LSTM Neural Networks,https://arxiv.org/pdf/1612.02130v2.pdf
ConvKN at SemEval-2016 Task 3: Answer and Question Selection for Question Answering on Arabic and English Fora,https://aclweb.org/anthology/S16-1138
Adaptively Connected Neural Networks,https://arxiv.org/pdf/1904.03579v1.pdf
Unsupervised Training for 3D Morphable Model Regression,https://arxiv.org/pdf/1806.06098v1.pdf
Embedding Entities and Relations for Learning and Inference in Knowledge Bases,https://arxiv.org/pdf/1412.6575v4.pdf
struc2vec: Learning Node Representations from Structural Identity,https://arxiv.org/pdf/1704.03165v3.pdf
Large-Scale Image Retrieval with Attentive Deep Local Features,https://arxiv.org/pdf/1612.06321v4.pdf
Joint Embedding of Words and Labels for Text Classification,https://arxiv.org/pdf/1805.04174v1.pdf
Neural Architecture Search with Reinforcement Learning,https://arxiv.org/pdf/1611.01578v2.pdf
Residual Dense Network for Image Super-Resolution,https://arxiv.org/pdf/1802.08797v2.pdf
Multi-Perspective Context Matching for Machine Comprehension,https://arxiv.org/pdf/1612.04211v1.pdf
ImageNet Classification with Deep Convolutional Neural Networks,https://papers.nips.cc/paper/4824-imagenet-classification-with-deep-convolutional-neural-networks.pdf
Batch-normalized Maxout Network in Network,https://arxiv.org/pdf/1511.02583v1.pdf
Regularizing and Optimizing LSTM Language Models,https://arxiv.org/pdf/1708.02182v1.pdf
Natural Language Inference by Tree-Based Convolution and Heuristic Matching,https://arxiv.org/pdf/1512.08422v3.pdf
Joint 3D Face Reconstruction and Dense Alignment with Position Map Regression Network,https://arxiv.org/pdf/1803.07835v1.pdf
Can Syntax Help? Improving an LSTM-based Sentence Compression Model for New Domains,https://aclweb.org/anthology/P17-1127
Information Aggregation via Dynamic Routing for Sequence Encoding,https://arxiv.org/pdf/1806.01501v1.pdf
Attention U-Net: Learning Where to Look for the Pancreas,https://arxiv.org/pdf/1804.03999v3.pdf
ParseNet: Looking Wider to See Better,https://arxiv.org/pdf/1506.04579v2.pdf
Ring loss: Convex Feature Normalization for Face Recognition,https://arxiv.org/pdf/1803.00130v1.pdf
Learning to Draw Samples: With Application to Amortized MLE for Generative Adversarial Learning,https://arxiv.org/pdf/1611.01722v2.pdf
FCNs in the Wild: Pixel-level Adversarial and Constraint-based Adaptation,https://arxiv.org/pdf/1612.02649v1.pdf
"Generalizing Pooling Functions in Convolutional Neural Networks: Mixed, Gated, and Tree",https://arxiv.org/pdf/1509.08985v2.pdf
"Fast, Accurate, and Lightweight Super-Resolution with Cascading Residual Network",https://arxiv.org/pdf/1803.08664v5.pdf
CliCR: a Dataset of Clinical Case Reports for Machine Reading Comprehension,https://aclweb.org/anthology/N18-1140
"Retrieve, Rerank and Rewrite: Soft Template Based Neural Summarization",https://aclweb.org/anthology/P18-1015
Analysis of Convolutional Neural Networks for Document Image Classification,https://arxiv.org/pdf/1708.03273v1.pdf
Deeply-Supervised Nets,https://arxiv.org/pdf/1409.5185v2.pdf
Hierarchical Neural Networks for Sequential Sentence Classification in Medical Scientific Abstracts,https://arxiv.org/pdf/1808.06161v1.pdf
Aggregated Residual Transformations for Deep Neural Networks,https://arxiv.org/pdf/1611.05431v2.pdf
Data-to-Text Generation with Content Selection and Planning,https://arxiv.org/pdf/1809.00582v2.pdf
Cross-Domain Weakly-Supervised Object Detection through Progressive Domain Adaptation,https://arxiv.org/pdf/1803.11365v1.pdf
6-DoF Object Pose from Semantic Keypoints,https://arxiv.org/pdf/1703.04670v1.pdf
A Novel Focal Tversky loss function with improved Attention U-Net for lesion segmentation,https://arxiv.org/pdf/1810.07842v1.pdf
A Corpus for Multilingual Document Classification in Eight Languages,https://arxiv.org/pdf/1805.09821v1.pdf
Grammar as a Foreign Language,https://arxiv.org/pdf/1412.7449v3.pdf
face anti-spoofing based on color texture analysis,https://arxiv.org/pdf/1511.06316v1.pdf
How to train your MAML,https://arxiv.org/pdf/1810.09502v3.pdf
Convolutional Networks on Graphs for Learning Molecular Fingerprints,https://arxiv.org/pdf/1509.09292v2.pdf
Phrase-Based & Neural Unsupervised Machine Translation,https://arxiv.org/pdf/1804.07755v2.pdf
Aspect Based Sentiment Analysis with Gated Convolutional Networks,https://arxiv.org/pdf/1805.07043v1.pdf
Improving End-to-End Speech Recognition with Policy Learning,https://arxiv.org/pdf/1712.07101v1.pdf
An Auto-Encoder Matching Model for Learning Utterance-Level Semantic Dependency in Dialogue Generation,https://arxiv.org/pdf/1808.08795v1.pdf
DeepFM: A Factorization-Machine based Neural Network for CTR Prediction,https://arxiv.org/pdf/1703.04247v1.pdf
Scale-aware Fast R-CNN for Pedestrian Detection,https://arxiv.org/pdf/1510.08160v3.pdf
ProNet: Learning to Propose Object-specific Boxes for Cascaded Neural Networks,https://arxiv.org/pdf/1511.03776v3.pdf
Efficient piecewise training of deep structured models for semantic segmentation,https://arxiv.org/pdf/1504.01013v4.pdf
Technical Report for E2E NLG Challenge,https://www.macs.hw.ac.uk/InteractionLab/E2E/final_papers/E2E-Gong.pdf
CMS-RCNN: Contextual Multi-Scale Region-based CNN for Unconstrained Face Detection,https://arxiv.org/pdf/1606.05413v1.pdf
Look Closer to See Better: Recurrent Attention Convolutional Neural Network for Fine-Grained Image Recognition,https://openaccess.thecvf.com/content_cvpr_2017/papers/Fu_Look_Closer_to_CVPR_2017_paper.pdf
QANet: Combining Local Convolution with Global Self-Attention for Reading Comprehension,https://arxiv.org/pdf/1804.09541v1.pdf
Supervised Transformer Network for Efficient Face Detection,https://arxiv.org/pdf/1607.05477v1.pdf
Deep Mean-Shift Priors for Image Restoration,https://arxiv.org/pdf/1709.03749v2.pdf
"YOLO9000: Better, Faster, Stronger",https://arxiv.org/pdf/1612.08242v1.pdf
Deterministic Non-Autoregressive Neural Sequence Modeling by Iterative Refinement,https://arxiv.org/pdf/1802.06901v3.pdf
Exploiting temporal information for 3D pose estimation,https://arxiv.org/pdf/1711.08585v4.pdf
GANs Trained by a Two Time-Scale Update Rule Converge to a Local Nash Equilibrium,https://arxiv.org/pdf/1706.08500v6.pdf
MemNet: A Persistent Memory Network for Image Restoration,https://arxiv.org/pdf/1708.02209v1.pdf
Neural Belief Tracker: Data-Driven Dialogue State Tracking,https://arxiv.org/pdf/1606.03777v2.pdf
Multimodal Sentiment Analysis using Hierarchical Fusion with Context Modeling,https://arxiv.org/pdf/1806.06228v1.pdf
Self-Attention with Relative Position Representations,https://arxiv.org/pdf/1803.02155v2.pdf
"10,000+ Times Accelerated Robust Subset Selection (ARSS)",https://arxiv.org/pdf/1409.3660v4.pdf
Deep Networks with Stochastic Depth,https://arxiv.org/pdf/1603.09382v3.pdf
Reading Wikipedia to Answer Open-Domain Questions,https://arxiv.org/pdf/1704.00051v2.pdf
Scan2CAD: Learning CAD Model Alignment in RGB-D Scans,https://arxiv.org/pdf/1811.11187v1.pdf
Ensure the Correctness of the Summary: Incorporate Entailment Knowledge into Abstractive Sentence Summarization,https://aclweb.org/anthology/C18-1121
Multimodal Compact Bilinear Pooling for Visual Question Answering and Visual Grounding,https://arxiv.org/pdf/1606.01847v3.pdf
CoQA: A Conversational Question Answering Challenge,https://arxiv.org/pdf/1808.07042v2.pdf
Stacked Attention Networks for Image Question Answering,https://arxiv.org/pdf/1511.02274v2.pdf
Optical Flow Estimation using a Spatial Pyramid Network,https://arxiv.org/pdf/1611.00850v2.pdf
Estimating 6D Pose From Localizing Designated Surface Keypoints,https://arxiv.org/pdf/1812.01387v1.pdf
Stacked Dense U-Nets with Dual Transformers for Robust Face Alignment,https://arxiv.org/pdf/1812.01936v1.pdf
Unconstrained Face Verification using Deep CNN Features,https://arxiv.org/pdf/1508.01722v2.pdf
EXPR at SemEval-2018 Task 9: A Combined Approach for Hypernym Discovery,https://aclweb.org/anthology/S18-1150
Towards Principled Design of Deep Convolutional Networks: Introducing SimpNet,https://arxiv.org/pdf/1802.06205v1.pdf
Letter-Based Speech Recognition with Gated ConvNets,https://arxiv.org/pdf/1712.09444v2.pdf
Frame-Recurrent Video Super-Resolution,https://arxiv.org/pdf/1801.04590v4.pdf
AU R-CNN: Encoding Expert Prior Knowledge into R-CNN for Action Unit Detection,https://arxiv.org/pdf/1812.05788v1.pdf
Speed/accuracy trade-offs for modern convolutional object detectors,https://arxiv.org/pdf/1611.10012v3.pdf
Adversarial Ranking for Language Generation,https://arxiv.org/pdf/1705.11001v3.pdf
Pairwise Confusion for Fine-Grained Visual Classification,https://arxiv.org/pdf/1705.08016v3.pdf
Making Neural QA as Simple as Possible but not Simpler,https://arxiv.org/pdf/1703.04816v3.pdf
"DeepLab: Semantic Image Segmentation with Deep Convolutional Nets, Atrous Convolution, and Fully Connected CRFs",https://arxiv.org/pdf/1606.00915v2.pdf
Spatial Pyramid Pooling in Deep Convolutional Networks for Visual Recognition,https://arxiv.org/pdf/1406.4729v4.pdf
Small-scale Pedestrian Detection Based on Somatic Topology Localization and Temporal Feature Aggregation,https://arxiv.org/pdf/1807.01438v1.pdf
Beyond Skip Connections: Top-Down Modulation for Object Detection,https://arxiv.org/pdf/1612.06851v2.pdf
Asymmetric Tri-training for Unsupervised Domain Adaptation,https://arxiv.org/pdf/1702.08400v3.pdf
Deep Semantic Role Labeling: What Works and Whatâs Next,https://aclweb.org/anthology/P17-1044
Tracking the World State with Recurrent Entity Networks,https://arxiv.org/pdf/1612.03969v3.pdf
Enhanced Deep Residual Networks for Single Image Super-Resolution,https://arxiv.org/pdf/1707.02921v1.pdf
Improving neural networks by preventing co-adaptation of feature detectors,https://arxiv.org/pdf/1207.0580v1.pdf
Enhanced LSTM for Natural Language Inference,https://arxiv.org/pdf/1609.06038v3.pdf
Learning Latent Dynamics for Planning from Pixels,https://arxiv.org/pdf/1811.04551v3.pdf
Real-Time Single Image and Video Super-Resolution Using an Efficient Sub-Pixel Convolutional Neural Network,https://arxiv.org/pdf/1609.05158v2.pdf
Unpaired Image-to-Image Translation using Cycle-Consistent Adversarial Networks,https://arxiv.org/pdf/1703.10593v6.pdf
Jointly Learning to Label Sentences and Tokens,https://arxiv.org/pdf/1811.05949v1.pdf
Attention-based LSTM for Aspect-level Sentiment Classification,https://aclweb.org/anthology/D16-1058
xDeepFM: Combining Explicit and Implicit Feature Interactions for Recommender Systems,https://arxiv.org/pdf/1803.05170v3.pdf
Hybrid Orthogonal Projection and Estimation (HOPE): A New Framework to Probe and Learn Neural Networks,https://arxiv.org/pdf/1502.00702v2.pdf
MoNoise: Modeling Noise Using a Modular Normalization System,https://arxiv.org/pdf/1710.03476v1.pdf
aNMM: Ranking Short Answer Texts with Attention-Based Neural Matching Model,https://arxiv.org/pdf/1801.01641v1.pdf
Bilinear CNN Models for Fine-Grained Visual Recognition,https://openaccess.thecvf.com/content_iccv_2015/papers/Lin_Bilinear_CNN_Models_ICCV_2015_paper.pdf
IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures,https://arxiv.org/pdf/1802.01561v3.pdf
Re-ranking Person Re-identification with k-reciprocal Encoding,https://arxiv.org/pdf/1701.08398v4.pdf
FacePoseNet: Making a Case for Landmark-Free Face Alignment,https://arxiv.org/pdf/1708.07517v2.pdf
Sliced Wasserstein Generative Models,https://arxiv.org/pdf/1904.05408v2.pdf
Feature Selective Anchor-Free Module for Single-Shot Object Detection,https://arxiv.org/pdf/1903.00621v1.pdf
Style Aggregated Network for Facial Landmark Detection,https://arxiv.org/pdf/1803.04108v4.pdf
Online and Linear-Time Attention by Enforcing Monotonic Alignments,https://arxiv.org/pdf/1704.00784v2.pdf
CNN Image Retrieval Learns from BoW: Unsupervised Fine-Tuning with Hard Examples,https://arxiv.org/pdf/1604.02426v3.pdf
OCNet: Object Context Network for Scene Parsing,https://arxiv.org/pdf/1809.00916v3.pdf
A BERT Baseline for the Natural Questions,https://arxiv.org/pdf/1901.08634v2.pdf
Deep Contextualized Word Representations,https://aclweb.org/anthology/N18-1202
BiSeNet: Bilateral Segmentation Network for Real-time Semantic Segmentation,https://arxiv.org/pdf/1808.00897v1.pdf
Deep Alignment Network: A convolutional neural network for robust face alignment,https://arxiv.org/pdf/1706.01789v2.pdf
Soft Proposal Networks for Weakly Supervised Object Localization,https://arxiv.org/pdf/1709.01829v1.pdf
Variational Semi-supervised Aspect-term Sentiment Analysis via Transformer,https://arxiv.org/pdf/1810.10437v2.pdf
Ruminating Reader: Reasoning with Gated Multi-Hop Attention,https://arxiv.org/pdf/1704.07415v1.pdf
Learning Context-Sensitive Convolutional Filters for Text Processing,https://arxiv.org/pdf/1709.08294v3.pdf
Selective Refinement Network for High Performance Face Detection,https://arxiv.org/pdf/1809.02693v1.pdf
LadderNet: Multi-path networks based on U-Net for medical image segmentation,https://arxiv.org/pdf/1810.07810v3.pdf
BoxSup: Exploiting Bounding Boxes to Supervise Convolutional Networks for Semantic Segmentation,https://arxiv.org/pdf/1503.01640v2.pdf
FlowQA: Grasping Flow in History for Conversational Machine Comprehension,https://arxiv.org/pdf/1810.06683v3.pdf
LR-GAN: Layered Recursive Generative Adversarial Networks for Image Generation,https://arxiv.org/pdf/1703.01560v3.pdf
Joint Face Detection and Alignment using Multi-task Cascaded Convolutional Networks,https://arxiv.org/pdf/1604.02878v1.pdf
Exploiting Coarse-to-Fine Task Transfer for Aspect-level Sentiment Classification,https://arxiv.org/pdf/1811.10999
"Compare, Compress and Propagate: Enhancing Neural Architectures with Alignment Factorization for Natural Language Inference",https://arxiv.org/pdf/1801.00102v2.pdf
Aspect Level Sentiment Classification with Attention-over-Attention Neural Networks,https://arxiv.org/pdf/1804.06536v1.pdf
Pose Guided Structured Region Ensemble Network for Cascaded Hand Pose Estimation,https://arxiv.org/pdf/1708.03416v2.pdf
CenterNet: Keypoint Triplets for Object Detection,https://arxiv.org/pdf/1904.08189v3.pdf
Model Unit Exploration for Sequence-to-Sequence Speech Recognition,https://arxiv.org/pdf/1902.01955v1.pdf
Joint 3D Face Reconstruction and Dense Face Alignment from A Single Image with 2D-Assisted Self-Supervised Learning,https://arxiv.org/pdf/1903.09359v1.pdf
Face Attention Network: An Effective Face Detector for the Occluded Faces,https://arxiv.org/pdf/1711.07246v2.pdf
Maxout Networks,https://arxiv.org/pdf/1302.4389v4.pdf
PointConv: Deep Convolutional Networks on 3D Point Clouds,https://arxiv.org/pdf/1811.07246v2.pdf
PointPillars: Fast Encoders for Object Detection from Point Clouds,https://arxiv.org/pdf/1812.05784v1.pdf
Dynamic Few-Shot Visual Learning without Forgetting,https://arxiv.org/pdf/1804.09458v1.pdf
FractalNet: Ultra-Deep Neural Networks without Residuals,https://arxiv.org/pdf/1605.07648v4.pdf
Towards Neural Phrase-based Machine Translation,https://arxiv.org/pdf/1706.05565v8.pdf
Exploring Machine Reading Comprehension with Explicit Knowledge,https://arxiv.org/pdf/1809.03449v1.pdf
Learning Generalizable and Identity-Discriminative Representations for Face Anti-Spoofing,https://arxiv.org/pdf/1901.05602v1.pdf
Distributed Prioritized Experience Replay,https://arxiv.org/pdf/1803.00933v1.pdf
Image Restoration Using Convolutional Auto-encoders with Symmetric Skip Connections,https://arxiv.org/pdf/1606.08921v3.pdf
Recovering Realistic Texture in Image Super-resolution by Deep Spatial Feature Transform,https://arxiv.org/pdf/1804.02815v1.pdf
Dynamic Evaluation of Transformer Language Models,https://arxiv.org/pdf/1904.08378v1.pdf
Recurrent Neural Network-Based Sentence Encoder with Gated Attention for Natural Language Inference,https://arxiv.org/pdf/1708.01353v1.pdf
Modelling Interaction of Sentence Pair with coupled-LSTMs,https://arxiv.org/pdf/1605.05573v2.pdf
Text Understanding with the Attention Sum Reader Network,https://arxiv.org/pdf/1603.01547v2.pdf
Rethinking the Inception Architecture for Computer Vision,https://arxiv.org/pdf/1512.00567v3.pdf
Finding Tiny Faces,https://arxiv.org/pdf/1612.04402v2.pdf
Deep Fusion LSTMs for Text Semantic Matching,https://aclweb.org/anthology/P16-1098
Dynamic Integration of Background Knowledge in Neural NLU Systems,https://arxiv.org/pdf/1706.02596v3.pdf
Very Deep Multilingual Convolutional Neural Networks for LVCSR,https://arxiv.org/pdf/1509.08967v2.pdf
MILDNet: A Lightweight Single Scaled Deep Ranking Architecture,https://arxiv.org/pdf/1903.00905v2.pdf
Context-Aware Representations for Knowledge Base Relation Extraction,https://aclweb.org/anthology/D17-1188
Fine-tune BERT for Extractive Summarization,https://arxiv.org/pdf/1903.10318v1.pdf
Striving for Simplicity: The All Convolutional Net,https://arxiv.org/pdf/1412.6806v3.pdf
Capsule Graph Neural Network,https://openreview.net/pdf?id=Byl8BnRcYm
On the Importance of Normalisation Layers in Deep Learning with Piecewise Linear Activation Units,https://arxiv.org/pdf/1508.00330v2.pdf
Instance-aware Semantic Segmentation via Multi-task Network Cascades,https://arxiv.org/pdf/1512.04412v1.pdf
A Convolutional Encoder Model for Neural Machine Translation,https://arxiv.org/pdf/1611.02344v3.pdf
Universal Language Model Fine-tuning for Text Classification,https://arxiv.org/pdf/1801.06146v5.pdf
Multi-View Dynamic Facial Action Unit Detection,https://arxiv.org/pdf/1704.07863v2.pdf
Picture It In Your Mind: Generating High Level Visual Representations From Textual Descriptions,https://arxiv.org/pdf/1606.07287v1.pdf
High-level Semantic Feature Detection: A New Perspective for Pedestrian Detection,https://arxiv.org/pdf/1904.02948v2.pdf
Quantized Densely Connected U-Nets for Efficient Landmark Localization,https://arxiv.org/pdf/1808.02194v2.pdf
